704310 760756 05297;WAGEN 3;;0000000;21.02.2018;12:08;0000000463;0;000;0098 032;DARGUN;0080 AKCESORIA;0,00;0,0000;19,99;0,00;0,00;20,49;EUR;20,49;EUR;19%;3,27;0,00;0,42;17,22;EUR;0,00;EUR;0000606030003004;
704310 760756 05040;WPIYE12;;0754654;16.02.2018;15:27;0000463507;8;000;3474 072;UPAHL;0080 AKCESORIA;0,00;0,0000;4,99;0,00;0,00;5,11;EUR;5,11;EUR;19%;0,82;0,00;0,10;4,29;EUR;0,00;EUR;0000606030003004;
704310 760756 04951;WPIVR47;;0000000;23.02.2018;17:22;046931;0;000;0026 100;DE;005K OP?ATY DROGOWE D-Niezarejestro;0,00;0,0000;32,91;0,00;0,00;32,91;EUR;32,91;EUR;0%;0,00;0,00;0,00;32,91;EUR;0,00;EUR;0000606030003005;
704310 760756 04951;WPIVR47;;0000000;19.02.2018;16:12;055731;0;000;0026 100;DE;005K OP?ATY DROGOWE D-Niezarejestro;0,00;0,0000;16,56;0,00;0,00;16,56;EUR;16,56;EUR;0%;0,00;0,00;0,00;16,56;EUR;0,00;EUR;0000606030003005;
704310 760756 04951;WPIVR47;;0000000;19.02.2018;16:07;055730;0;000;0026 100;DE;005K OP?ATY DROGOWE D-Niezarejestro;0,00;0,0000;1,57;0,00;0,00;1,57;EUR;1,57;EUR;0%;0,00;0,00;0,00;1,57;EUR;0,00;EUR;0000606030003005;
704310 760756 05107;WPINY31;;0000000;28.02.2018;15:42;025603;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;16,00;0,00;0,00;16,00;EUR;16,00;EUR;0%;0,00;0,00;0,00;16,00;EUR;0,00;EUR;0000606030003006;
704310 760756 04944;WPIVR48;;0000000;28.02.2018;15:09;025599;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;16,00;0,00;0,00;16,00;EUR;16,00;EUR;0%;0,00;0,00;0,00;16,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05248;DW 341LT;;0000000;22.02.2018;13:49;025389;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;16,00;0,00;0,00;16,00;EUR;16,00;EUR;0%;0,00;0,00;0,00;16,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05644;W1AT87;;0000000;22.02.2018;16:05;025401;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;16,00;0,00;0,00;16,00;EUR;16,00;EUR;0%;0,00;0,00;0,00;16,00;EUR;0,00;EUR;0000606030003006;
704310 760756 04936;WPIVR49;;0000000;16.02.2018;19:41;000130;1;000;0026 900;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;16,00;0,00;0,00;16,00;EUR;16,00;EUR;0%;0,00;0,00;0,00;16,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05016;WPIYM17;;0000000;16.02.2018;11:27;025182;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;16,00;0,00;0,00;16,00;EUR;16,00;EUR;0%;0,00;0,00;0,00;16,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05248;DW 341LT;;0000000;23.02.2018;12:17;025434;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05040;WPIYE12;;0000000;19.02.2018;10:50;025237;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05115;WPI NY20;;0000000;19.02.2018;11:11;025238;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05594;WPINY 19;;0000000;19.02.2018;16:48;025262;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05057;WPIYE20;;0000000;23.02.2018;13:24;025436;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05487;WPI26580;;0000000;16.02.2018;15:22;025191;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05040;WPIYE12;;0000000;20.02.2018;13:35;025293;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 04944;WPIVR48;;0000000;22.02.2018;08:34;349887;1;000;0026 950;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05487;WPI26580;;0000000;22.02.2018;12:50;025386;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05115;WPI NY20;;0000000;23.02.2018;15:59;025444;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05644;W1AT87;;0000000;21.02.2018;09:27;025328;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05248;DW 341LT;;0000000;27.02.2018;11:03;025533;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05115;WPI NY20;;0000000;27.02.2018;13:27;025538;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 05537;W1 OAT95;;0000000;16.02.2018;11:43;025184;1;000;0026 700;DE;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003006;
704310 760756 04985;WPIYM78;;0653459;16.02.2018;11:53;8047239464;4;028;2888 283;PERPETUA M;0009 ON;410,15;1,1990;491,77;0,00;0,00;506,64;EUR;506,64;EUR;21%;87,93;0,00;12,29;418,71;EUR;0,00;EUR;0000606030003007;
704310 760756 04944;WPIVR48;;0000000;19.02.2018;14:58;8050341770;4;028;2888 283;PERPETUA M;0009 ON;100,00;1,1990;119,90;0,00;0,00;123,53;EUR;123,53;EUR;21%;21,44;0,00;3,00;102,09;EUR;0,00;EUR;0000606030003007;
704310 760756 04985;WPIYM78;;0653459;16.02.2018;11:53;8047239464;4;028;2888 283;PERPETUA M;0016 ADBLUE (produkt luzem);39,35;0,7500;29,51;0,00;0,00;30,41;EUR;30,41;EUR;21%;5,28;0,00;0,74;25,13;EUR;0,00;EUR;0000606030003007;
;;;0000000;28.02.2018;00:00;;;014;1426 010;MILANO;00DE Znaczek op?aty skarbowej (BOLL;0,00;0,0000;2,00;0,00;0,00;2,00;EUR;2,00;EUR;0%;0,00;0,00;0,00;2,00;EUR;0,00;EUR;0000606030003008;
;877420600;;0000000;09.02.2018;00:00;00175;;014;1426 000;IT;00DH Autostrade-Op?ata Viacard;0,00;0,0000;164,29;0,00;0,00;172,50;EUR;172,50;EUR;0%;0,00;0,00;8,21;172,50;EUR;0,00;EUR;0000606030003008;
704310 760756 04969;WPIYM80;;0665510;21.02.2018;17:54;00011510;1;011;1170 031;BERCHEM;0009 ON;367,20;0,9940;365,00;0,00;0,00;369,27;EUR;369,27;EUR;17%;53,65;0,00;3,65;315,62;EUR;0,00;EUR;0000606030003009;
704310 760756 05057;WPIYE20;;0796548;24.02.2018;14:48;00025773;1;011;1170 031;BERCHEM;0009 ON;350,77;1,0150;356,03;0,00;0,00;360,20;EUR;360,20;EUR;17%;52,34;0,00;3,56;307,86;EUR;0,00;EUR;0000606030003009;
704310 760756 05115;WPI NY20;;0667777;27.02.2018;16:12;00029363;1;011;1170 031;BERCHEM;0009 ON;258,26;1,0150;262,13;0,00;0,00;265,19;EUR;265,19;EUR;17%;38,53;0,00;2,62;226,66;EUR;0,00;EUR;0000606030003009;
704310 760756 05487;WPI26580;;0218500;17.02.2018;09:22;00010910;1;011;1170 031;BERCHEM;0009 ON;225,00;0,9940;223,65;0,00;0,00;226,27;EUR;226,27;EUR;17%;32,88;0,00;2,24;193,39;EUR;0,00;EUR;0000606030003009;
704310 760756 05594;WPINY 19;;0649855;19.02.2018;19:39;00028247;1;011;1170 031;BERCHEM;0009 ON;194,01;0,9940;192,85;0,00;0,00;195,11;EUR;195,11;EUR;17%;28,35;0,00;1,93;166,76;EUR;0,00;EUR;0000606030003009;
704310 760756 05057;WPIYE20;;0548764;24.02.2018;15:14;00025779;1;011;1170 031;BERCHEM;0009 ON;133,86;1,0150;135,87;0,00;0,00;137,46;EUR;137,46;EUR;17%;19,97;0,00;1,36;117,49;EUR;0,00;EUR;0000606030003009;
704310 760756 05115;WPI NY20;;0664444;19.02.2018;14:08;00012469;1;011;1170 031;BERCHEM;0009 ON;106,58;0,9940;105,94;0,00;0,00;107,18;EUR;107,18;EUR;17%;15,57;0,00;1,06;91,61;EUR;0,00;EUR;0000606030003009;
704310 760756 04969;WPIYM80;;0665510;21.02.2018;18:10;00011513;1;011;1170 031;BERCHEM;0016 ADBLUE (produkt luzem);54,85;0,7400;40,59;0,00;0,00;41,77;EUR;41,77;EUR;17%;6,07;0,00;1,01;35,70;EUR;0,00;EUR;0000606030003009;
704310 760756 05594;WPINY 19;;0649855;19.02.2018;19:39;00028247;1;011;1170 031;BERCHEM;0016 ADBLUE (produkt luzem);0,05;0,8000;0,04;0,00;0,00;0,04;EUR;0,04;EUR;17%;0,01;0,00;0,00;0,03;EUR;0,00;EUR;0000606030003009;
704310 760756 05057;WPIYE20;;0000000;24.02.2018;14:19;092857;1;011;1126 900;LU;0577 Eurowinieta elektroniczna;0,00;0,0000;8,00;0,00;0,00;8,00;EUR;8,00;EUR;0%;0,00;0,00;0,00;8,00;EUR;0,00;EUR;0000606030003010;
704310 760756 05016;WPIYM17;;0000000;19.02.2018;05:41;0000002768;0;015;1595 285;NOORD-BRAB;0088 Serwis parkowania;0,00;0,0000;28,00;0,00;0,00;29,26;EUR;29,26;EUR;21%;5,08;0,00;1,04;24,18;EUR;0,00;EUR;0000606030003011;
704310 760756 05651;W1AT88;;0000000;27.02.2018;20:37;007869;1;015;1526 900;NL;0577 Eurowinieta elektroniczna;0,00;0,0000;16,00;0,00;0,00;16,00;EUR;16,00;EUR;0%;0,00;0,00;0,00;16,00;EUR;0,00;EUR;0000606030003012;
704310 760756 05669;W1AT89;;0000058;20.02.2018;07:08;0000878938;8;032;0097 376;BAKUM;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;510,46;0,00;0,00;439,69;PLN;106,08;EUR;0%;0,00;0,00;10,72;439,69;PLN;0,00;EUR;0000606030003013;
704310 760756 05677;W1AT90;;0000001;20.02.2018;10:49;0000148025;8;032;0097 134;KOELN;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;456,28;0,00;0,00;393,00;PLN;94,81;EUR;0%;0,00;0,00;9,59;393,00;PLN;0,00;EUR;0000606030003013;
704310 760756 05545;W1 OAT94;;0000001;22.02.2018;09:37;0000148148;8;032;0097 134;KOELN;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;440,26;0,00;0,00;379,20;PLN;90,71;EUR;0%;0,00;0,00;9,25;379,20;PLN;0,00;EUR;0000606030003013;
704310 760756 05073;WPIYE17;;0000001;24.02.2018;07:41;0000879151;8;032;0097 376;BAKUM;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;434,09;0,00;0,00;373,88;PLN;89,69;EUR;0%;0,00;0,00;9,12;373,88;PLN;0,00;EUR;0000606030003013;
704310 760756 05057;WPIYE20;;0000000;16.02.2018;15:49;0000008221;8;032;0097 520;AURACH;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;415,78;0,00;0,00;358,14;PLN;86,05;EUR;0%;0,00;0,00;8,74;358,14;PLN;0,00;EUR;0000606030003013;
704310 760756 05651;W1AT88;;0016000;26.02.2018;14:05;0000148318;8;032;0097 134;KOELN;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;402,64;0,00;0,00;346,81;PLN;83,13;EUR;0%;0,00;0,00;8,46;346,81;PLN;0,00;EUR;0000606030003013;
704310 760756 05552;W1 OAT93;;0000001;19.02.2018;12:28;0000147976;8;032;0097 134;KOELN;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;374,76;0,00;0,00;322,80;PLN;77,90;EUR;0%;0,00;0,00;7,87;322,80;PLN;0,00;EUR;0000606030003013;
704310 760756 04936;WPIVR49;;0646819;16.02.2018;18:17;0000147923;8;032;0097 134;KOELN;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;376,41;0,00;0,00;324,22;PLN;77,90;EUR;0%;0,00;0,00;7,91;324,22;PLN;0,00;EUR;0000606030003013;
704310 760756 05248;DW 341LT;;0898800;19.02.2018;11:58;00010078;1;032;3475 157;LÜTZEN;008Z Serwis sprz?taj?cy;0,00;0,0000;372,52;0,00;0,00;320,89;PLN;77,44;EUR;0%;0,00;0,00;7,83;320,89;PLN;0,00;EUR;0000606030003013;
704310 760756 05214;DW 938LT;;0000000;29.11.2017;00:00;DE007974/008C;3;032;0094 900;NOTRUF DE/;008B Pomoc drogowa Koszty interwenc;0,00;0,0000;344,57;0,00;0,00;289,56;PLN;69,00;EUR;0%;0,00;0,00;0,00;289,56;PLN;0,00;EUR;0000606030003013;
704310 760756 05495;W6OAT08;;0000001;23.02.2018;13:18;0000148223;8;032;0097 134;KOELN;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;207,93;0,00;0,00;179,12;PLN;42,97;EUR;0%;0,00;0,00;4,37;179,12;PLN;0,00;EUR;0000606030003013;
704310 760756 05503;W2OAT27;;0000001;17.02.2018;12:11;0000147953;8;032;0097 134;KOELN;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;172,89;0,00;0,00;148,93;PLN;35,78;EUR;0%;0,00;0,00;3,63;148,93;PLN;0,00;EUR;0000606030003013;
704310 760756 05156;DW 523LY;;0000001;22.02.2018;10:18;0000148151;8;032;0097 134;KOELN;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;173,65;0,00;0,00;149,58;PLN;35,78;EUR;0%;0,00;0,00;3,65;149,58;PLN;0,00;EUR;0000606030003013;
;;;0000000;28.02.2018;00:00;0095388204;;032;0000 001;DKV EURO S;00IP Op?ata wydruk faktury;0,00;0,0000;14,63;0,00;0,00;14,63;PLN;3,50;EUR;0%;0,00;0,00;0,00;14,63;PLN;0,00;EUR;0000606030003013;
704310 760756 05354;WPI21604;;0422363;21.02.2018;14:21;0000511268;1;026;2605 176;VESTEM;0009 ON;390,00;5,4600;2129,40;0,00;0,00;2192,76;RON;498,65;EUR;19%;350,11;0,00;53,24;1842,65;RON;0,00;EUR;0000606030003014;
704310 760756 05354;WPI21604;;0000000;16.02.2018;10:31;0000260141;;026;2671 110;PECICA;0519 Op?aty drogowe RO-DKV CARD;0,00;0,0000;255,61;0,00;0,00;268,39;RON;61,02;EUR;19%;42,85;0,00;10,74;225,54;RON;0,00;EUR;0000606030003014;
704310 760756 05347;WPI21659;;0456196;26.02.2018;17:45;0000656804;2;002;0229 008;HRUSICA;0009 ON;99,72;1,2400;123,65;0,00;0,00;127,42;EUR;127,42;EUR;22%;22,98;0,00;3,09;104,44;EUR;0,00;EUR;0000606030003015;
704310 760756 04951;WPIVR47;;0000000;28.02.2018;00:00;;;032;0000 001;DKV EURO S;005S OP?ATY DROGOWE D-Op?ata serwis;0,00;0,0000;4,26;0,00;0,00;4,26;PLN;1,02;EUR;0%;0,00;0,00;0,00;4,26;PLN;0,00;EUR;0000606030003970;
704310 760756 04951;WPIVR47;;0000000;28.02.2018;00:00;;;032;0000 001;DKV EURO S;0CZS Op?ata serwisowa wyci?g z kont;0,00;0,0000;4,09;0,00;0,00;4,09;PLN;1,10;EUR;0%;0,00;0,00;0,00;4,09;PLN;0,00;EUR;0000606030003976;
704310 760756 05040;WPIYE12;;0000000;28.02.2018;00:00;;;032;0000 001;DKV EURO S;0CZS Op?ata serwisowa wyci?g z kont;0,00;0,0000;4,13;0,00;0,00;4,13;PLN;1,11;EUR;0%;0,00;0,00;0,00;4,13;PLN;0,00;EUR;0000606030003976;
704310 760756 05081;WPIYE16;;0000000;28.02.2018;00:00;;;032;0000 001;DKV EURO S;0CZS Op?ata serwisowa wyci?g z kont;0,00;0,0000;20,54;0,00;0,00;20,54;PLN;5,04;EUR;0%;0,00;0,00;0,00;20,54;PLN;0,00;EUR;0000606030003976;
704310 760756 05719;WPINK 99;;0000000;28.02.2018;00:00;;;032;0000 001;DKV EURO S;0CZS Op?ata serwisowa wyci?g z kont;0,00;0,0000;6,18;0,00;0,00;6,18;PLN;1,61;EUR;0%;0,00;0,00;0,00;6,18;PLN;0,00;EUR;0000606030003976;
704310 760756 05362;DW816YA;;0000009;16.02.2018;15:56;0000009112;2;032;3211 524;ZERNIKI WR;0009 ON;63,80;4,4500;283,91;0,00;0,00;283,31;PLN;283,31;PLN;23%;52,98;1,91;1,42;230,33;PLN;0,00;PLN;0000606030010001;
704310 760756 05370;DW669YA;;0000008;20.02.2018;15:41;01016003;1;032;3210 092;WROCLAW;0012 ON PREMIUM;54,46;4,4800;243,98;0,00;0,00;245,48;PLN;245,48;PLN;23%;45,90;0,00;1,22;199,58;PLN;0,00;PLN;0000606030010001;
704310 760756 05412;DW8C363;;0228484;22.02.2018;17:51;111412;1;032;3234 386;JEDRZYCHOW;0009 ON;19,90;5,0400;100,30;0,00;0,00;100,17;PLN;100,17;PLN;23%;18,73;0,60;0,50;81,44;PLN;0,00;PLN;0000606030010001;
704310 760756 05412;DW8C363;;0005432;24.02.2018;10:17;206650;1;032;3234 298;WROCLAW;0096 SMARY;0,00;0,0000;74,99;0,00;0,00;76,86;PLN;76,86;PLN;23%;14,37;0,00;1,52;62,49;PLN;0,00;PLN;0000606030010001;
704310 760756 05412;DW8C363;;0000000;24.02.2018;13:41;018893;1;032;3234 466;ROZYNIEC;0080 AKCESORIA;0,00;0,0000;34,40;0,00;0,00;35,26;PLN;35,26;PLN;23%;6,59;0,00;0,70;28,67;PLN;0,00;PLN;0000606030010001;
704310 760756 05412;DW8C363;;0000000;18.02.2018;14:03;018448;1;032;3234 466;ROZYNIEC;0080 AKCESORIA;0,00;0,0000;29,99;0,00;0,00;30,74;PLN;30,74;PLN;23%;5,75;0,00;0,61;24,99;PLN;0,00;PLN;0000606030010001;
704310 760756 05164;DW 476RA;;0745000;28.02.2018;18:24;076696;1;032;3234 386;JEDRZYCHOW;0096 SMARY;0,00;0,0000;25,99;0,00;0,00;26,64;PLN;26,64;PLN;23%;4,98;0,00;0,53;21,66;PLN;0,00;PLN;0000606030010001;
704310 760756 05131;DW 987RA;;0000000;22.02.2018;15:11;444691;1;032;3233 015;WRZESNIA;0096 SMARY;0,00;0,0000;22,99;0,00;0,00;23,57;PLN;23,57;PLN;23%;4,41;0,00;0,47;19,16;PLN;0,00;PLN;0000606030010001;
704310 760756 04928;DW113LV;;0008888;21.02.2018;18:35;0021105462;1;032;3297 006;ZGORZELEC;0058 Serwis sprz?taj?cy (TIR);0,00;0,0000;200,00;0,00;0,00;166,67;PLN;166,67;PLN;0%;0,00;0,00;4,07;166,67;PLN;0,00;PLN;0000606030010002;
704310 760756 05164;DW 476RA;;0000000;23.02.2018;16:58;0000193801;2;032;3211 161;ROGOW OPOL;0078 Serwis sprz?taj?cy (sam. osobo;0,00;0,0000;169,00;0,00;0,00;140,84;PLN;140,84;PLN;0%;0,00;0,00;3,44;140,84;PLN;0,00;PLN;0000606030010002;
704310 760756 05131;DW 987RA;;0000000;22.02.2018;15:11;444691;1;032;3233 015;WRZESNIA;0078 Serwis sprz?taj?cy (sam. osobo;0,00;0,0000;35,00;0,00;0,00;29,17;PLN;29,17;PLN;0%;0,00;0,00;0,71;29,17;PLN;0,00;PLN;0000606030010002;
704310 760756 05362;DW816YA;;0000009;20.02.2018;17:54;01016010;1;032;3210 092;WROCLAW;0078 Serwis sprz?taj?cy (sam. osobo;0,00;0,0000;26,99;0,00;0,00;22,49;PLN;22,49;PLN;0%;0,00;0,00;0,55;22,49;PLN;0,00;PLN;0000606030010002;
704310 760756 05420;DW8C373;;0020000;27.02.2018;11:23;220640;1;032;3234 298;WROCLAW;0078 Serwis sprz?taj?cy (sam. osobo;0,00;0,0000;25,00;0,00;0,00;20,84;PLN;20,84;PLN;0%;0,00;0,00;0,51;20,84;PLN;0,00;PLN;0000606030010002;
957043 076075 6000222;DW476RA;;0000000;28.02.2018;23:59;860;0;032;3226 396;WARSCHAU;004X Op?aty drogowe PL-Postpay;0,00;0,0000;100,65;0,00;0,00;100,65;PLN;100,65;PLN;0%;0,00;0,00;0,00;100,65;PLN;0,00;PLN;0000606030010003;
957043 076075 6000222;DW476RA;;0000000;23.02.2018;23:59;460;0;032;3226 396;WARSCHAU;004X Op?aty drogowe PL-Postpay;0,00;0,0000;65,91;0,00;0,00;65,91;PLN;65,91;PLN;0%;0,00;0,00;0,00;65,91;PLN;0,00;PLN;0000606030010003;
957043 076075 6000222;DW476RA;;0000000;26.02.2018;23:59;811;0;032;3226 396;WARSCHAU;004X Op?aty drogowe PL-Postpay;0,00;0,0000;32,43;0,00;0,00;32,43;PLN;32,43;PLN;0%;0,00;0,00;0,00;32,43;PLN;0,00;PLN;0000606030010003;
957043 076075 6000222;DW476RA;;0000000;27.02.2018;23:59;868;0;032;3226 396;WARSCHAU;004X Op?aty drogowe PL-Postpay;0,00;0,0000;28,51;0,00;0,00;28,51;PLN;28,51;PLN;0%;0,00;0,00;0,00;28,51;PLN;0,00;PLN;0000606030010003;
957043 076075 6000222;DW476RA;;0000000;28.02.2018;00:00;;;032;0000 001;DKV EURO S;0PLS Op?ata serwisowa wyci?g z kont;0,00;0,0000;5,69;0,00;0,00;5,69;PLN;5,69;PLN;0%;0,00;0,00;0,00;5,69;PLN;0,00;PLN;0000606030010970;
